tax_id,sample-15,sample-23,sample-10,sample-5,sample-85,sample-6,sample-81,sample-3,sample-86,sample-80,sample-84,sample-25,sample-87,sample-13,sample-1,sample-16,sample-9,sample-26,sample-11,sample-91,sample-82,sample-4,sample-7,sample-12,sample-21,sample-18,sample-27,sample-20,sample-32,sample-22,sample-14,Kingdom,Phylum,Class,Order,Family,Genus,Species
JF150208.1.1351,0,0.700770847932726,0,0,0,0,0,0.813008130081301,1.56739811912226,0,0,0,0.586166471277843,0,0,0,0,0,0,29.7339593114241,0,0,0,0,0,0,0,0,0,0,6.15384615384616,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,uncultured bacterium
GU272258.1.1480,0,4.20462508759636,0,0.474833808167142,4.05092592592593,0,0,0,0,1.05485232067511,0.930232558139535,0,7.03399765533412,0,0.684462696783026,0,0,15.3738644304682,1.91815856777494,3.12989045383412,3.37154416722859,0,1.21802679658953,0.689655172413793,1.318391562294,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
EU470228.1.1396,0,0.700770847932726,0.782472613458529,0.474833808167142,0,0,0,0,0,0,0,0,0,0,1.36892539356605,0,0,0,0,1.56494522691706,0,0.767459708365311,0,0,0.659195781147001,0,0,0,1.31406044678055,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,uncultured bacterium
AB185575.1.1536,2.04638472032742,0,2.34741784037559,2.37416904083571,0,2.2271714922049,0,0.813008130081301,0,0,0.930232558139535,0,2.34466588511137,0,1.36892539356605,0,0,4.89168413696716,1.27877237851662,0,1.34861766689144,0.767459708365311,1.21802679658953,4.82758620689655,0.659195781147001,0.800640512409928,0,0,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured rumen bacterium
FPLO01008389.10.1523,0,0,0.782472613458529,0.474833808167142,1.15740740740741,2.2271714922049,0,0,0,0,0.930232558139535,0,0,0,0.684462696783026,1.91204588910134,0,0.698812019566737,0,18.7793427230047,0,3.83729854182656,0,2.06896551724138,5.27356624917601,1.60128102481986,0,1.29198966408269,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,metagenome
BBHZ01000190.165.1667,0.682128240109141,0.700770847932726,0,0.949667616334283,0.578703703703704,0,1.16009280742459,0,0,2.10970464135021,0,0,1.17233294255569,0,0.684462696783026,0,2.10526315789474,0,0.639386189258312,0,0.674308833445718,0,3.65408038976858,0,0.659195781147001,0,0,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catenuloplanes,Catenuloplanes indicus JCM 9534
EU470101.1.1401,3.4106412005457,2.10231254379818,3.91236306729265,0,1.15740740740741,1.11358574610245,0,0,0,3.16455696202532,3.72093023255814,0,0.586166471277843,0,1.36892539356605,0.637348629700446,0,0.698812019566737,0,0,1.34861766689144,0,0,1.37931034482759,0.659195781147001,1.60128102481986,1.77619893428064,5.16795865633075,2.62812089356111,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
AY234598.1.1446,0,0,0,0.474833808167142,4.62962962962963,1.11358574610245,0,0,2.35109717868339,1.05485232067511,0,4.36681222707424,0,0,0,1.27469725940089,0,0,0,0,0,0,2.43605359317905,0,1.318391562294,0,0,0,0,2.53164556962025,0,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,bacterium Ellin5247
FPLL01003090.10.1537,0,2.10231254379818,0,0,3.47222222222222,2.2271714922049,3.48027842227378,0,12.5391849529781,7.38396624472574,9.30232558139535,0,4.1031652989449,0,0.684462696783026,0,0,0,2.55754475703325,0,0.674308833445718,0,0,0.689655172413793,1.318391562294,0,0,1.29198966408269,0,2.53164556962025,0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,metagenome
EU381829.1.1484,2.04638472032742,0,4.69483568075118,0.949667616334283,0,0,0,0,0,0,0,0,0,1.87617260787993,8.21355236139631,0,0,0,0,3.12989045383412,0,2.30237912509593,0,0,0,2.40192153722979,1.77619893428064,0,0,3.79746835443038,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured rumen bacterium
JN173171.1.1417,0,0,0,0,1.73611111111111,0,0,0,0,0,2.79069767441861,0,2.34466588511137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales UCG-001,uncultured Bacteroidales bacterium,
KP455705.1.1478,0,0.700770847932726,0,0.949667616334283,0,0,1.16009280742459,0,0,0,0.930232558139535,0,0,0,1.36892539356605,0,0,0,0,0,0,2.30237912509593,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured rumen bacterium
AM889031.1.1469,0,0,3.12989045383412,0,0,0,0,0,0,0,0,0,1.17233294255569,0,0,0,0,2.09643605870021,0,0,0,0,2.43605359317905,0,0,0,0,0,0,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,Clostridium perfringens
AM183049.1.1471,0,0,0.782472613458529,0,3.47222222222222,0,0,0,0,0,0,0,0.586166471277843,3.75234521575985,0,0,0,0,2.55754475703325,0,1.34861766689144,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,uncultured bacterium
HK555636.2.1357,11.5961800818554,15.41695865452,0,6.17283950617284,0,0,0,0,0,0,0.930232558139535,7.27802037845707,2.34466588511137,0,5.4757015742642,0,0,34.2417889587701,0,0,0,0,13.3982947624848,0.689655172413793,7.25115359261701,0,15.9857904085258,2.58397932816538,0,0,6.15384615384616,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unidentified
FPLL01000761.10.1526,0,0.700770847932726,0,0,2.31481481481482,0,3.48027842227378,0,1.56739811912226,6.32911392405064,0.930232558139535,0,0.586166471277843,0,0,0,0,0.698812019566737,0,0,2.69723533378287,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,metagenome
AQUY01000006.46.1537,0,0,0,0,2.31481481481482,2.2271714922049,0,0,0,6.32911392405064,0,0,2.34466588511137,1.87617260787993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium ulceribovis DSM 45146
EU369155.1.1499,0.682128240109141,3.50385423966363,2.34741784037559,9.02184235517569,0.578703703703704,7.79510022271715,2.32018561484919,21.1382113821138,0,0,5.58139534883721,1.45560407569141,1.17233294255569,0,0.684462696783026,0.637348629700446,0,4.19287211740042,2.55754475703325,4.69483568075118,6.74308833445718,2.30237912509593,0,0,4.61437046802901,0.800640512409928,0,1.29198966408269,15.7687253613666,8.86075949367089,12.3076923076923,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Tissierella,uncultured bacterium
JX095612.1.1378,0,0,0,0,0,0,0,0,0,0,1.86046511627907,0,0,0,0,0,0,0,0,0,0,1.53491941673062,0,1.37931034482759,0,4.00320256204964,0,0,1.31406044678055,0,0,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured bacterium,,
JQ855576.1.1252,2.72851296043656,0,2.34741784037559,1.42450142450143,1.73611111111111,0,0,2.4390243902439,0,0,0,7.27802037845707,4.68933177022274,0,4.10677618069815,0,27.3684210526316,1.39762403913347,8.95140664961637,0,0,3.06983883346124,0,0,1.318391562294,0,0,0,1.31406044678055,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,uncultured,uncultured bacterium
AY858424.1.1561,5.45702592087313,0.700770847932726,21.1267605633803,16.61918328585,3.47222222222222,7.79510022271715,0,13.8211382113821,0.783699059561129,5.27426160337553,1.86046511627907,23.2896652110626,5.86166471277843,48.7804878048781,23.2717316906229,7.01083492670491,2.10526315789474,30.7477288609364,3.19693094629156,21.9092331768388,2.69723533378287,9.97697620874905,26.7965895249696,4.13793103448276,16.479894528675,4.00320256204964,21.3143872113677,1.29198966408269,13.1406044678055,10.126582278481,18.4615384615385,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
AB506227.1.1518,0.682128240109141,0,0,0,0.578703703703704,0,0,0,0,0,0,0,0,0,0,1.91204588910134,0,0,0,0,0,0,0,1.37931034482759,0,0,1.77619893428064,2.58397932816538,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
BBPC01190614.7148.8812,0.682128240109141,0,0,0,4.05092592592593,0,3.48027842227378,0,4.70219435736677,6.32911392405064,3.72093023255814,0,6.44783118405627,0,0,0.637348629700446,2.10526315789474,0.698812019566737,0,4.69483568075118,7.4173971679029,0.767459708365311,1.21802679658953,0.689655172413793,0,0.800640512409928,0,1.29198966408269,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Humulus lupulus var. lupulus
EU466309.1.1371,1.36425648021828,0,0,0,0,4.4543429844098,0,0,0,0,2.79069767441861,0,1.75849941383353,0,0,0,0,0,0.639386189258312,1.56494522691706,2.02292650033715,0,0,0.689655172413793,0,0.800640512409928,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
AYTB01000002.62877.64412,2.72851296043656,0,0,1.42450142450143,0.578703703703704,0,0,0,1.56739811912226,0,0,0,0,0,0.684462696783026,0,0,1.39762403913347,0,0,1.34861766689144,0,0,0,0,0,1.77619893428064,0,0,1.26582278481013,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia huakuii LAM0618
GAGR01000040.4757.6244,0,0,0,1.42450142450143,0,1.11358574610245,0,0,0,0,0,0,0,5.62851782363978,0,0,0,0,1.27877237851662,0,0,0,0,0,0,0,0,0,1.31406044678055,0,0,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Nannochloropsis gaditana,,
GABT01019963.848.2718,0,0,0,0,0,0,0,0,0,8.43881856540085,0,0,0,0,0,0,2.10526315789474,0,0.639386189258312,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Cocos nucifera (coconut palm),,
LC028832.1.1525,0.682128240109141,0,0,0,1.73611111111111,0,0,0,0,0,4.65116279069768,0,0,0,4.10677618069815,0,0,0.698812019566737,0.639386189258312,0,0,0,0,0,1.977587343441,4.00320256204964,0,0,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
JX095657.1.1396,0.682128240109141,0,2.34741784037559,0.474833808167142,2.31481481481482,0,0,0.813008130081301,1.56739811912226,0,0,0,0,0,1.36892539356605,0,0,2.09643605870021,0,0,0,1.53491941673062,0,1.37931034482759,0,1.60128102481986,0,1.29198966408269,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
GQ327243.1.1327,0,0,0.782472613458529,0.474833808167142,0,0,0,0,0.783699059561129,0,0,0,0,0,0,0,0,0,1.27877237851662,1.56494522691706,0.674308833445718,1.53491941673062,0,1.37931034482759,0,3.20256204963971,0,0,0,0,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,uncultured rumen bacterium
GU207878.1.1524,0,1.40154169586545,0.782472613458529,0,3.47222222222222,0,1.16009280742459,0,0.783699059561129,2.10970464135021,0.930232558139535,2.91120815138283,0.586166471277843,0,0,0,0,0,0,0,0.674308833445718,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis pusilla
FJ825573.1.1329,0,2.8030833917309,0,0.474833808167142,0,2.2271714922049,0,1.6260162601626,0,2.10970464135021,0,2.91120815138283,2.34466588511137,0,2.05338809034908,1.27469725940089,0,2.79524807826695,0,0,2.02292650033715,2.30237912509593,0,3.44827586206897,1.977587343441,0.800640512409928,1.77619893428064,0,0,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
EU506217.1.1363,6.13915416098227,2.10231254379818,0.782472613458529,0.949667616334283,2.31481481481482,1.11358574610245,0,0.813008130081301,0,1.05485232067511,0.930232558139535,5.82241630276565,0,3.75234521575985,4.10677618069815,1.91204588910134,0,0.698812019566737,3.83631713554987,3.12989045383412,0,0,1.21802679658953,2.75862068965517,0,0,0,0,0,2.53164556962025,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,uncultured,uncultured bacterium
HE856629.1.1030,25.2387448840382,10.5115627189909,17.9968701095462,16.61918328585,24.8842592592593,5.56792873051225,40.6032482598608,4.06504065040651,5.4858934169279,84.3881856540085,9.30232558139535,29.1120815138283,39.8593200468933,24.3902439024391,23.9561943874059,22.3072020395156,8.42105263157896,63.5918937805731,36.4450127877238,7.8247261345853,14.8347943358058,14.5817344589409,69.427527405603,24.1379310344828,11.865524060646,43.2345876701361,3.55239786856128,9.04392764857882,17.0827858081472,3.79746835443038,9.23076923076925,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,uncultured archaeon
AP012157.124050.125603,12.2783083219645,2.10231254379818,0.782472613458529,1.42450142450143,3.47222222222222,2.2271714922049,2.32018561484919,1.6260162601626,1.56739811912226,0,4.65116279069768,1.45560407569141,4.1031652989449,0,1.36892539356605,0,0,18.1691125087352,0.639386189258312,0,0,0,0,0.689655172413793,2.636783124588,1.60128102481986,1.77619893428064,3.87596899224806,1.31406044678055,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris StLB046
AF466821.1.1533,0.682128240109141,0.700770847932726,2.34741784037559,0.949667616334283,2.31481481481482,0,2.32018561484919,1.6260162601626,3.91849529780564,13.7130801687764,3.72093023255814,2.91120815138283,4.68933177022274,0,0.684462696783026,1.27469725940089,0,2.79524807826695,1.91815856777494,6.25978090766824,0.674308833445718,3.06983883346124,2.43605359317905,0,2.636783124588,0,0,0,1.31406044678055,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium parmense
EU777161.1.1266,4.09276944065484,7.70847932725999,3.91236306729265,2.84900284900285,0.578703703703704,1.11358574610245,0,0,0,5.27426160337553,1.86046511627907,7.27802037845707,0,3.75234521575985,11.6358658453114,2.54939451880179,0,9.08455625436758,0.639386189258312,0,0,0.767459708365311,1.21802679658953,4.82758620689655,0.659195781147001,4.80384307445957,0,2.58397932816538,6.57030223390276,2.53164556962025,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
KJ013356.1.1538,0.682128240109141,1.40154169586545,1.56494522691706,0.474833808167142,2.89351851851852,1.11358574610245,3.48027842227378,0,4.70219435736677,0,0.930232558139535,7.27802037845707,3.51699882766706,0,0,1.91204588910134,6.31578947368422,0,1.27877237851662,1.56494522691706,1.34861766689144,0.767459708365311,1.21802679658953,0,3.295978905735,0,0,0,1.31406044678055,1.26582278481013,0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
LT629749.1460332.1461856,0,1.40154169586545,0,0.949667616334283,1.15740740740741,2.2271714922049,1.16009280742459,1.6260162601626,2.35109717868339,1.05485232067511,0.930232558139535,2.91120815138283,1.17233294255569,0,0,0,0,0.698812019566737,0,0,0.674308833445718,0.767459708365311,1.21802679658953,0,0,0,1.77619893428064,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,Friedmanniella luteola
LC028738.1.1473,0,0,0,1.42450142450143,0,0,0,0,0,0,0,0,1.75849941383353,0,0,0,0,0,0,0,0,0,0,2.06896551724138,0,2.40192153722979,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,
LC028888.1.1512,4.09276944065484,1.40154169586545,0,3.32383665716999,1.15740740740741,0,0,0,0,0,1.86046511627907,0,0,0,0,0.637348629700446,0,1.39762403913347,0,0,0,1.53491941673062,0,0.689655172413793,1.318391562294,3.20256204963971,0,0,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
JX096375.1.1403,5.45702592087313,4.20462508759636,6.25978090766823,16.61918328585,6.36574074074074,0,9.28074245939676,4.87804878048781,3.91849529780564,0,3.72093023255814,5.82241630276565,5.86166471277843,0,13.6892539356605,8.92288081580625,0,11.1809923130678,1.91815856777494,1.56494522691706,3.37154416722859,10.7444359171144,0,6.89655172413793,7.25115359261701,14.4115292233787,1.77619893428064,3.87596899224806,6.57030223390276,2.53164556962025,6.15384615384616,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,uncultured bacterium,,
KC894523.1.1512,1.36425648021828,0.700770847932726,0,0,0,0,0,0,0,0,0,0,0,0,6.16016427104723,6.37348629700446,0,0,0,0,0,0,0,0,16.479894528675,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
LC028841.1.1492,2.04638472032742,3.50385423966363,10.1721439749609,7.12250712250712,0,2.2271714922049,0,4.87804878048781,2.35109717868339,4.21940928270042,3.72093023255814,0,1.75849941383353,1.87617260787993,6.84462696783026,4.46144040790312,0,9.78336827393431,3.19693094629156,0,0,5.37221795855718,0,8.96551724137931,4.61437046802901,13.6108887109688,0,1.29198966408269,7.88436268068332,7.59493670886076,6.15384615384616,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
EU472376.1.1405,1.36425648021828,3.50385423966363,0.782472613458529,1.89933523266857,2.31481481481482,1.11358574610245,0,0,0,0,2.79069767441861,0,1.17233294255569,0,2.7378507871321,3.82409177820268,0,6.28930817610063,0,0,2.02292650033715,8.44205679201842,0,6.89655172413793,1.977587343441,1.60128102481986,1.77619893428064,0,7.88436268068332,6.32911392405064,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
FPLS01037210.16.1544,0,1.40154169586545,0,0,5.20833333333334,0,0,1.6260162601626,11.7554858934169,2.10970464135021,2.79069767441861,0,0,0,0.684462696783026,1.91204588910134,0,0,0,0,4.72016183412003,0,1.21802679658953,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,metagenome
KF843642.1.1414,1.36425648021828,0,0,0,0,0,2.32018561484919,1.6260162601626,0,0,0,0,0,0,0,0,0,0,1.27877237851662,0,0,0,0,0.689655172413793,0.659195781147001,0,0,0,0,1.26582278481013,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
LMNH01000001.1135193.1136722,1.36425648021828,0,0,0,3.47222222222222,0,2.32018561484919,0,0,1.05485232067511,0.930232558139535,1.45560407569141,0,0,0.684462696783026,0,6.31578947368422,1.39762403913347,1.91815856777494,0,0,1.53491941673062,0,0,0,0.800640512409928,0,0,0,1.26582278481013,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Leaf285
EU458682.1.1397,0,5.60616678346181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79524807826695,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,uncultured bacterium
FPLS01016362.21.1527,0.682128240109141,0,0,0.949667616334283,5.20833333333334,1.11358574610245,11.6009280742459,1.6260162601626,7.05329153605016,4.21940928270042,0.930232558139535,0,0.586166471277843,0,0,2.54939451880179,0,1.39762403913347,1.91815856777494,0,1.34861766689144,4.60475825019187,0,0,0.659195781147001,0,0,0,1.31406044678055,2.53164556962025,0,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,metagenome
KX753080.1.1455,0,1.40154169586545,0,0.474833808167142,5.78703703703704,2.2271714922049,5.80046403712297,0,5.4858934169279,5.27426160337553,12.093023255814,1.45560407569141,2.34466588511137,0,0.684462696783026,0.637348629700446,4.21052631578948,0,2.55754475703325,0,1.34861766689144,0.767459708365311,3.65408038976858,0,1.318391562294,0,0,0,1.31406044678055,0,0,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,
EU474844.1.1392,0.682128240109141,0,0,0,0,0,2.32018561484919,0,0,1.05485232067511,0.930232558139535,0,0.586166471277843,0,0.684462696783026,0,0,1.39762403913347,0,0,1.34861766689144,0,0,2.06896551724138,0,0,0,0,2.62812089356111,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-004,uncultured bacterium
LC028706.1.1521,4.09276944065484,1.40154169586545,0.782472613458529,2.84900284900285,1.15740740740741,0,2.32018561484919,1.6260162601626,1.56739811912226,3.16455696202532,6.51162790697675,2.91120815138283,5.27549824150059,0,2.7378507871321,1.27469725940089,0,2.09643605870021,0,0,2.69723533378287,0.767459708365311,0,4.82758620689655,1.318391562294,4.80384307445957,7.10479573712257,1.29198966408269,1.31406044678055,0,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-003,uncultured bacterium
EU474838.1.1400,2.72851296043656,0.700770847932726,0.782472613458529,0.949667616334283,0,0,0,0,0,0,0,0,0,0,0.684462696783026,0,2.10526315789474,0,0.639386189258312,6.25978090766824,0,0,0,2.06896551724138,0,2.40192153722979,0,3.87596899224806,1.31406044678055,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
